review_id,review_text,star_rating,date,business_name,business_category,platform,aspects,aspect_sentiments
158,مكان جميل خاصة لمن يحب البيتزا,5,,,مطعم مأكولات إيطالية,google_maps,"food,ambiance","food:positive,ambiance:positive"
160,حقيقي مدير الفرع وصاحب المكان قمة في الاحترام والكرم والأخلاق ومحافظين جدًا على جودة ونظافة كل حاجة ♥️,5,,,مطعم مأكولات إيطالية,google_maps,"food,service,cleanliness,ambiance","food:positive,service:positive,cleanliness:positive,ambiance:positive"
163,المكان تحبه اوي و المعامل كويسه,5,,,مطعم مأكولات إيطالية,google_maps,"service,ambiance","service:positive,ambiance:positive"
171,مكان راقى جدا وstaff محترم وذوق وبشكر استاذ علاء مدير المكان,5,,,مطعم مأكولات إيطالية,google_maps,"service,ambiance","service:positive,ambiance:positive"
180,الاكل جميل جداً تسلم ايدكم♥️😍,5,,,مطعم مأكولات مصرية,google_maps,food,food:positive
184,من اجمل المطاعم واكل لذيذ,5,,,مطعم مأكولات مصرية,google_maps,"food,none","food:positive,none:neutral"
191,Bon service,5,,,مطعم مأكولات مصرية,google_maps,"general,none","general:positive,none:neutral"
199,ممتاز خاصة الفول,5,,,مطعم فلافل,google_maps,general,general:positive
204,مطعم جميل و اسعاره متوسطة و اكله لذيذ للغاية,5,,,مطعم فلافل,google_maps,"food,price,ambiance","food:positive,price:positive,ambiance:positive"
205,مكان ممتاز,5,,,مطعم فلافل,google_maps,"ambiance,general","ambiance:positive,general:positive"
206,Tasty food,5,,,مطعم فلافل,google_maps,general,general:positive
218,الاكل جميل والخدمه رائعه جدا وشكر خاص لرحاب واسماعيل,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
236,المكان جميل ونظيف وراقي جدا واكلهم بصراحه ممتاز والمقابله بصراحه زي الفل ما شفتش حاجه حلوه بالشكل ده من سنين بصراحه ربنا يوسع عليهم ويوفقهم ومن نجاح لنجاح,5,,,مطعم,google_maps,"food,service,cleanliness,ambiance","food:positive,service:positive,cleanliness:positive,ambiance:positive"
242,طلع حلو,5,,,مطعم سندوتشات,google_maps,"general,none","general:positive,none:neutral"
245,الطعام حلو بس كانت ف بطاطس نيا م مستوي اوي,5,,,مطعم وجبات سريعة,google_maps,"food,ambiance","food:positive,ambiance:positive"
264,اطيب مطعم في مصر من حيث الاكل والاجواء رائعة,5,,,مطعم مأكولات سورية,google_maps,"food,ambiance","food:positive,ambiance:positive"
268,مطعم رائع معامله جميله والاكل بجد حلووجميل,5,,,مطعم مأكولات سورية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
271,"مكان ممتاز والأكل طعمه جميل جدا
وكمان الخدمة جيدة جدا",5,,,مطعم مأكولات مشوية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
273,ممتاز في كل حاجه,5,,,مطعم مأكولات مشوية,google_maps,general,general:positive
277,المكان رائع جدا والأكل أروع,5,,,مطعم مأكولات مشوية,google_maps,"food,ambiance","food:positive,ambiance:positive"
278,مكان راقي جدا والأجواء تمتلئ بالهدوء المريح للنفس,5,,,مطعم مأكولات مشوية,google_maps,ambiance,ambiance:positive
281,ممتاز,5,,,منفذ بيع بالتجزئة,google_maps,general,general:positive
282,جميل,5,,,منفذ بيع بالتجزئة,google_maps,"ambiance,general","ambiance:positive,general:positive"
284,حلو,5,,,منفذ بيع بالتجزئة,google_maps,general,general:positive
301,جميل,5,,,فندق,google_maps,"ambiance,general","ambiance:positive,general:positive"
317,الاكل حلو جدا مع ان الدنيا زحمه وفي رمضان بس احلي جوده وخدمه وستاف كويس جدا,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
324,اكل مشاء الله كويس اجواء تحفه واحلي عم فرغلي♥️,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
330,الاسعار غالية جدا,5,,,مطعم مأكولات مشوية,google_maps,"price,none","price:negative,none:neutral"
337,معامله حيوانات يدخلوك لازم تقرير دخول تضل ساعه في الانتظار مع اصوات صيانه تكسر الاذن بعدين ياخدوك مكان تاني تنتظر عشان بعد ساعه تقدر تدخل الغرفة و يضلو ساعتين عشان يشوفو اي فحص انت بتاخد بعدها ساعتين و يركبو لك كنولا بتحرق ايدك ساعات بدون سبب ليه؟ بروتوكول ما بتقدر تضل في غرفه بدون كنولا. بختصار بروتوكولات تعبانه المستشفى عاملين صيانه و يدخلو ناس وهما مش عارفين يتصرفو بالي معاهم اولا  و الي تطلب منهم شي سواء سكرتير او شي يخلص الشفت حقه او يقول بفطر و ينسيك كلياً ضليت فيها فوق ال 12 ساعه بس عشان خديت فحوصات و تخطيط,5,,,مستشفى,google_maps,"service,ambiance","service:negative,ambiance:negative"
343,٥٠٩ التمريض رائع و متعاون جدا و ذوق جدا في المعاملة,5,,,مستشفى,google_maps,service,service:positive
344,"I recently stayed at the hospital, and I truly cannot speak highly enough about the level of care we received.

The service and nursing team were absolutely amazing — genuinely kind, attentive, and always willing to help. From the moment we arrived, I felt supported and cared for. Every member of the team showed professionalism, compassion, and a positive attitude that made a real difference during my stay.

I would especially like to recognize Omniya and Amal for their impeccable service, consistency, and outstanding attitude. Their dedication was evident in everything they did. They clearly love their work, and most importantly, they truly love helping people. Their warmth and care brought comfort and reassurance during a time when it was needed most.

Thank you to the entire team for turning what could have been a stressful experience into one filled with kindness and professionalism.",5,,,مستشفى,google_maps,"service,price,cleanliness,ambiance","service:negative,price:negative,cleanliness:negative,ambiance:negative"
346,"غرفة 935
انا محمد عادل إبراهيم
حابب اشكر كل التمريض خدمه ممتازة وخاصه مشرفه الدور مس امل ومستر مصطفى عطالله محترم جداً وشاطر جدا ومستر سلامه وجميع التيم بصراحة محترمين",5,,,مستشفى,google_maps,service,service:positive
370,البيتزا حلوة اوي من زمان,5,,,مطعم بيتزا,google_maps,food,food:positive
374,"الاكل حلو
و الاسعار حلوة",5,,,مطعم بيتزا,google_maps,"food,price","food:positive,price:positive"
377,"الاكل 10/10 ماشاءالله لذيذ مره انا اشتريت كوبون ٢  من تطبيق وفرها وفعلا طلع لذيذ ماشاءالله وكفي وزياده علي 3 اشخاص كبار وطفل
وخدمتهم ممتازه واخلاقهم عاليه جدا",5,,,مطعم مأكولات سورية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
397,"مطعم جميل جداا واكله تحفه
محمد جابر وميدو ❤️",5,,,مطعم مأكولات سورية,google_maps,food,food:positive
400,محمد جابر وميدو وياسين احسسسسسسن واجدع ناااس في ابو الزوز,5,,,مطعم مأكولات سورية,google_maps,none,none:neutral
409,جميل جداً,5,,,مطعم مأكولات سورية,google_maps,general,general:positive
426,البرجر ممتاز,5,,,مطعم مأكولات مصرية,google_maps,general,general:positive
429,ماشاء الله 😍😍,5,,,مطعم مأكولات مشوية,google_maps,"general,none","general:positive,none:neutral"
431,مطعم تحفه بالاستقبال والاكل ♥️♥️♥️✨,5,,,مطعم مأكولات مشوية,google_maps,"food,ambiance","food:positive,ambiance:positive"
433,الاكل رائع,5,,,مطعم مأكولات مشوية,google_maps,"food,general","food:positive,general:positive"
435,تجربه اكتر من رائع والاكل تحفه ❤️,5,,,مطعم مأكولات مشوية,google_maps,"food,ambiance","food:positive,ambiance:positive"
439,تحفه,5,,,مطعم مأكولات مصرية,google_maps,"general,none","general:positive,none:neutral"
441,المكان جميل ومكانه في المهندسين سهل الوصول له,5,,,مطعم مأكولات مصرية,google_maps,ambiance,ambiance:positive
442,الاكل جميل عندهم الصراحه,5,,,مطعم مأكولات مصرية,google_maps,food,food:positive
447,اسوء تجربة ممكن تاكل من عند مطعم ام حسن ، اقسم بالله العظيم الاكل وصلني بارد ، والوجبات من غير سلطات مع العلم دي تاني مرة تحصل مش اول مرة ،، نصيحة بلاش ام حسن وشكرا ..,5,,,مطعم مأكولات مصرية,google_maps,"food,service","food:negative,service:negative"
450,الأكل سئ جدا وقُدم بارد، الطري بارد، السحق حادق. الاسعار مبالغ فيها مقارنة الجودة. الحدمة سيئة.,5,,,مطعم أطباق اللحوم,google_maps,"food,price","food:negative,price:negative"
456,سئ جدا والاكل ناقص و السلطه حامضه بجد اسوء اكل اكلته في حياتي,5,,,مطعم أطباق اللحوم,google_maps,food,food:negative
457,خدمة تحفة و احسن اكل برمضان,5,,,مطعم أطباق اللحوم,google_maps,"food,service","food:positive,service:positive"
459,"Everything was bad I never explain it when I came the room was not clean and I had to change the rooms more than 3 times because they have an internet problem and they also have a problem with the services and also the room services do not answer the phones and are very late in the orders and my stomach hurt because of the salad I ordered when I arrived and they don't care about anything and I also wanted to deliver the room to them because it was my exit time I didn't find anyone at the reception, and I had to have someone I regret that I went there",5,,,فندق,google_maps,"food,service,price,cleanliness,ambiance","food:negative,service:negative,price:negative,cleanliness:negative,ambiance:negative"
503,"الأكل جدا لذيذ والستاف لطيفين وسرعه في الطلب
تحديدا احمد محسن وابراهيم",5,,,مطعم مأكولات مشوية,google_maps,"food,service","food:positive,service:positive"
506,مكان ممتاز وخدمة ممتازة,5,,,مطعم مأكولات مشوية,google_maps,"service,ambiance","service:positive,ambiance:positive"
511,الاسعار غالية نوعا ما,5,,,مطعم مأكولات سورية,google_maps,"food,price","food:negative,price:negative"
514,ممتاز والخدمة ممتازه,5,,,مطعم مأكولات سورية,google_maps,general,general:positive
519,ممتاز,5,,,مطعم مأكولات سورية,google_maps,general,general:positive
522,طعم جميل جدا,5,,,مطعم مأكولات سورية,google_maps,"food,general","food:positive,general:positive"
541,مطعم ممتاز والاكل كتير جيد، خاصة شاورما السجق,5,,,مطعم مأكولات سورية,google_maps,food,food:positive
562,Great Syrian food,5,,,مطعم مأكولات سورية,google_maps,"general,none","general:positive,none:neutral"
565,لذيذ والاسعار معقولة والخدمة رائعة,5,,,مطعم مأكولات سورية,google_maps,"food,service,price,ambiance","food:positive,service:positive,price:positive,ambiance:positive"
573,الخدمة جداً رائه والموظف مانو جدا لطيف,5,,,مطعم مأكولات لبنانية,google_maps,service,service:positive
574,شكرا لاحمد زيزو على حسن التعامل,5,,,مطعم مأكولات لبنانية,google_maps,service,service:positive
576,مكان جميل و محترمين أوي,5,,,مطعم مأكولات لبنانية,google_maps,"service,ambiance","service:positive,ambiance:positive"
577,جميل,5,,,مطعم مأكولات لبنانية,google_maps,"ambiance,general","ambiance:positive,general:positive"
579,الاكل سيئ ومو زي اول,5,,,مطعم مأكولات لبنانية,google_maps,"food,service","food:negative,service:negative"
584,اكل لذيذ وخدمة رائعة اشكر الموظفين يوسف ومانو 🙏💖,5,,,مطعم مأكولات لبنانية,google_maps,"food,service","food:positive,service:positive"
587,جميل جدا,5,,,كافيه,google_maps,"ambiance,general","ambiance:positive,general:positive"
593,ممتاز,5,,,كافيه,google_maps,general,general:positive
606,المكان جميل,5,,,مقهى,google_maps,"ambiance,general","ambiance:positive,general:positive"
625,الاسعار مبالغ فيها نوعا ما,5,,,مطعم,google_maps,"food,price","food:negative,price:negative"
636,حلو,5,,,مطعم,google_maps,general,general:positive
642,"تجربة سيئة جدا جدا جدا
تاخر الطلب والستاف مايتكلمون عربي ولما وصل الطلب كان فيه طعم كشنه علما اني طالب فطيره",5,,,مطعم,google_maps,"food,service","food:negative,service:negative"
661,الجو العام حلو والاصطف محترم ولذيذ ف التعامل والاكل حلو,5,,,مطعم مأكولات مشوية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
662,كل سنه وانتم طيبين الاكل جميل والخدمه اجمل والناس بتتعامل بذوق جدا ومحترمين,5,,,مطعم مأكولات مشوية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
677,مكان تحفه والاكل تحفه أجواء رمضان جميله الموظفين كلهم عسل وخدومين ودمهم خفيف,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
683,"مكان اكتر من رائع والأكل طعم جدا
وأستاذ محمد صلاح إنسان محترم وزوق واستقباله واهتمامه كان رائع
شكرا ليكم واهتمامكم وان شاء الله دا بقي مكاني المفضل دايما ♥️",5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
689,اجمل مطعم على النيل والأسعار مناسبه لجميع ومكان هادي ومميز,5,,,مطعم,google_maps,"food,price,ambiance","food:positive,price:positive,ambiance:positive"
694,مطعم ظاظا (Zaza Cuisine) في ممشى أهل مصر هو وجهة مميزة تجمع بين إطلالة النيل الساحرة والأكلات المصرية الأصيلة، ويُعد خياراً رائعاً لتناول الطعام في أجواء عصرية راقية (خمس نجوم). يشتهر بتقديم أطباق متنوعة مثل الشاورما، السجق، والمشويات، إلى جانب الشيشة، مع خدمة ممتازة وقعدات مريحة.,5,,,مطعم,google_maps,"food,service,price,ambiance","food:positive,service:positive,price:positive,ambiance:positive"
699,حلو,5,,,مطعم,google_maps,general,general:positive
778,المكان جميل مخبز رائع والكميه راهيه.,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
793,المطعم ممتاز و الخدمه رائعه,5,,,مطعم مأكولات بحرية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
800,ممتاز,5,,,مطعم مأكولات مشوية,google_maps,general,general:positive
805,ممتاز,5,,,مطعم مأكولات مشوية,google_maps,general,general:positive
821,ممتاز,5,,,مطعم مأكولات سورية,google_maps,general,general:positive
823,"مطعم يقدم الوجبات السورية، بمذاق جميل.
تجربتي معهم كانت ممتازة مع ورق العنب وكذلك الشاورما والمشاوي",5,,,مطعم مأكولات سورية,google_maps,"food,ambiance","food:positive,ambiance:positive"
831,نظيف واكل ممتاز,5,,,مطعم مأكولات الشرق الأوسط,google_maps,"cleanliness,general","cleanliness:positive,general:positive"
859,المكان جميل و الأكل في منتهي الجمال و التعامل راقي جداً و سيد الويتر محترم جداً,5,,,مطعم مأكولات لبنانية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
862,"الاكل في منتهي الروعة و الجمال ر النضافة
و الإستاف ناس زوق. اجمل مطعم لبناني في مصر  شيك شكرا  محمد صلاح",5,,,مطعم مأكولات لبنانية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
865,انا اشكرمحمد صلاح علي الخدمه الممتازه وعلي حسن التعامل وربنا يوفقه وشكراجزيلا له وللاداره المطعم زهره لبنان الف شكرلكم جميعا  طلال بانه,5,,,مطعم مأكولات لبنانية,google_maps,service,service:positive
874,سيد وحسام واحمد ، خدمتهم جميله جداً والاكل لذيذ أوي ويستاهل الزياره .,5,,,مطعم مأكولات لبنانية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
878,مكان جميل واكل لذيذ  وخاصة الباشا حسام تعاملة راقي,5,,,مطعم مأكولات لبنانية,google_maps,"service,ambiance","service:positive,ambiance:positive"
890,مطعم زبالة بكل معنى الكلمة. في رمضان و طالبة اكل وقت الفطار وطلبت مع طلبات عشان مشغولة مش عارفة اتكلم في التليفون و المندوب بيتصل وقت الفطار يقولي ابعتي اللوكيشن و مجاش اصلا في وقت التسليم و اضطريت افضل من غير اكل والمطاعم قفلت وحاجة منتهى قلة الزمة و الاحترام. منكم لله غير ان المرة اللي قبلها الأكل جه ميتاكلش,5,,,مطعم,google_maps,"food,service,ambiance","food:negative,service:negative,ambiance:negative"
902,"خدمة ممتازة والمكان جميل والاكل كان اجمل
شكرا على حسن الإستقبال مستر سمير",5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
903,"الدهاان واحد بس والاكل و الخدمة فوووق الممتازة
و شكرا علي الضيافه الجميلة
كابتن سمير
❤❤",5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
905,"الدهان رقم 1
والخدمة والاصطف ممتازييين
شكرا علي الأداء والضيافة الجميله 😍",5,,,مطعم,google_maps,service,service:positive
907,الاكل اكثر من رائع,5,,,مطعم,google_maps,food,food:positive
910,كابتن سمير جامد و الاكل جامد,5,,,مطعم,google_maps,"food,service","food:positive,service:positive"
911,الاجواء كويسه جدا والأكل حلو,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
913,أكل رائع جدا والجودة ممتازة والأكل ساخن وشكراً جزيلاً للشيفات والكابتن سمير وكل الكابتنز,5,,,مطعم,google_maps,"food,service","food:positive,service:positive"
914,المكان جميل بصراحة و الاكل تحفة,5,,,مطعم,google_maps,"food,ambiance","food:positive,ambiance:positive"
917,كابتن سمير افضل حد في المكان و الاكل والاجواء رائعة,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
918,"خدمه محترمه جدآ
كابتن سامير اللي كان معايا
قمه الزوق والاحترام في التعامل",5,,,مطعم,google_maps,service,service:positive
920,بسم الله ما شاء الله خدمه ممتازة وطعم الاكل تحفه,5,,,مطعم,google_maps,"food,service","food:positive,service:positive"
921,"حابب أتقدم بخالص الشكر والتقدير لمطعم الدهان على الخدمة الممتازة والاحترام في التعامل.وكبتن سمير خاصة
الأكل كان أكثر من رائع، والتنظيم والاستقبال كانوا في منتهى الرقي.
بجد مكان يستحق التقدير، وكل التوفيق والنجاح ليكم دايماً.",5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
923,تحفه,5,,,متجر,google_maps,"general,none","general:positive,none:neutral"
935,ممتاز,5,,,مطعم عائلي,google_maps,general,general:positive
937,اكل سئ للاسف,5,,,مطعم عائلي,google_maps,"general,none","general:negative,none:neutral"
939,خدمه طعام تعامل سيئ سيئ سيئ,5,,,مطعم عائلي,google_maps,"service,ambiance,none","service:negative,ambiance:negative,none:neutral"
950,الاجواء حلوة في الداون تاون . خلف ستاربكس جلسه حلوه على النافورة,5,,,كافيه,google_maps,"service,ambiance","service:positive,ambiance:positive"
952,للاسف خدمه سيئه جداً من الموظف احمد .. وللاسف مكشر بوجه الزباين  وبرضو تطلب طلبات وتدفع وينسى يسجلها بالاوردر,5,,,كافيه,google_maps,"service,ambiance","service:negative,ambiance:negative"
956,مطعم جميل,5,,,مطعم دجاج,google_maps,general,general:positive
965,جميل واقتصادي,5,,,مطعم دجاج,google_maps,general,general:positive
976,ممتاز,5,,,مطعم يمني,google_maps,general,general:positive
979,"مكان حلو
الاكل جميل جدا والأسعار مناسبة اوي",5,,,مطعم يمني,google_maps,"food,price,ambiance","food:positive,price:positive,ambiance:positive"
980,"للاسف المواعيد في التوصيل اعطيها صفر من ١٠.
والموظفين المصرين مو محترمين الزباين
بدون احترام بعد ما قعدني ساعه انتظر فوق الوقت المحدد للتوصيل يقولي اذا تبغي اوك واذا ما تبغي الغي الطلب بكل برود...",5,,,مطعم يمني,google_maps,"food,service,ambiance","food:negative,service:negative,ambiance:negative"
996,الاكل ممتاز ، الضيافة ممتازة، قابلنا ا سيف وكان متابع معانا في كل طلباتنا وتعامله ممتاز وراقي,5,,,مطعم,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
1010,مكان جميل جداً جداً,5,,,مطعم مأكولات مشوية,google_maps,ambiance,ambiance:positive
1011,للاسف خدمة و اكل مستواهم بقا سيئ و من أسوء لأسوء و دليفري قلة ادب في التعامل,5,,,مطعم مأكولات مشوية,google_maps,"food,service","food:negative,service:negative"
1028,المكان ممتع جدا وجميل روووعه ميرسي للجميع وخصوصا كابتن محمد ناصر 🥰وسيد الموس,5,,,كافيه,google_maps,"service,ambiance","service:positive,ambiance:positive"
1032,مكان ممتاز جدا,5,,,كافيه,google_maps,"ambiance,general","ambiance:positive,general:positive"
1034,كل حاجه حلوه والخدمه ممتازه,5,,,كافيه,google_maps,"service,ambiance","service:positive,ambiance:positive"
1035,"مكان جميل والاكل حلو
تجربه هكررها تاني ان شاء الله",5,,,كافيه,google_maps,"food,ambiance","food:positive,ambiance:positive"
1040,من أفضل الأماكن الجميلة جدا والجو بتاعها جميل جدا,5,,,كافيه,google_maps,ambiance,ambiance:positive
1042,المكان تحفه تحفه والأجواء جميله والاكل بجد جميل جداً,5,,,كافيه,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
1043,الاكل جميل و الاتموسفير رائع بالإضافة لاهتمام الاستاف و الخدمات,5,,,كافيه,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
1045,مكان لذيذ والناس لذيذه ان شاء الله مش اخر مره ❤️❤️,5,,,كافيه,google_maps,"service,ambiance","service:positive,ambiance:positive"
1054,ممتاز,5,,,فندق,google_maps,general,general:positive
1058,فندق جيد جدا,5,,,فندق,google_maps,general,general:positive
1076,مطعم جميل احلى شي البيتزا عجبتني بيتزا الترافيل,5,,,مطعم مأكولات إيطالية,google_maps,"food,ambiance","food:positive,ambiance:positive"
1087,Lovely ♥️♥️♥️,5,,,مطعم مأكولات أمريكية,google_maps,"general,none","general:positive,none:neutral"
1088,Tasty steak,5,,,مطعم مأكولات أمريكية,google_maps,"general,none","general:positive,none:neutral"
1108,روعة,5,,,مطعم,google_maps,general,general:positive
1126,"الاكل كويس مقارنة ما ولكن المدير اسلوبه مش احسن حاجة ، جاي وقت الفطار انا و اصدقائي ويقولي لازم تاخد من ال Set Menu ، اقوله طيب هو مينفعش اخد من المنيو العادي مش موافق برضه ويقولي تعليمات الادارة تعالى بعد الساعة ٧ و نص ، ياعم ده وقت فطااااار مفيش خالص
حتى لو مش خطأوا ف خطأ الادارة",5,,,مطعم مأكولات إيطالية,google_maps,"food,service,ambiance","food:negative,service:negative,ambiance:negative"
1129,"My favorite restaurant so far 😍😍
١. الخدمة: ممتازة، من اول الويتر اللي بيسجل الاوردر، لحد ما تدفع الحساب فعلا محترمين جدا.. اكتر من مرة طلبنا تعديل في مكونات الطبق وبيعملولنا بالظبط اللي بنطلبه وبكل ترحاب.
٢. نظافة المكان: المكان نظيف جدا من حيث الطرابيزات، الحمامات، الأرضيات.
٣. الأكل: جودة الأكل ممتازة.. مكونات عالية الجودة، حتى الأكل النباتي أو الصيامي طعمه حلو ومخدوم كويس جدا.
٤. خدمة التوصيل سريعة والأكل بيوصل سخن ومتغلف كويس.
٥. التنوع في الأصناف: منيو متنوع من أول الفطار، سلطات، أصناف جانبية، معجناب وبيتزا، أطباق رئيسية ، حلويات، اطباق نباتية.
٦. الأسعار: في رأيي ان الأسعار جيدة خاصة مقابل الجودة المقدمة.

بيسترو تجربة ممتازة فعلا وبيرحبوا بأي تعليق على الاكل بترحاب واحترام.",5,,,مطعم مأكولات إيطالية,google_maps,"food,service,price,cleanliness,ambiance","food:positive,service:positive,price:positive,cleanliness:positive,ambiance:positive"
1134,بجد بجد من احسن المطاعم ع الاطلاق باروح كل فروعه بس بقيت مدمنه فرع مدينه نصر بسبب مريم القمر بتعمل احلي هوت شوكليت واحلي فريبتشينو ف الدنيا,5,,,مطعم مأكولات إيطالية,google_maps,"food,service,ambiance","food:positive,service:positive,ambiance:positive"
1138,"المكان جميل
والخدمه مميزه
يستحق التجربه.",5,,,مطعم يمني,google_maps,"service,ambiance","service:positive,ambiance:positive"
1141,مكان جميل ونظيف والخدمه كويسه جدااا والناس ذوق ومتعاونيين,5,,,مطعم يمني,google_maps,"service,ambiance","service:positive,ambiance:positive"
1143,المكان حلو جدا والأكل تحفة,5,,,مطعم يمني,google_maps,"food,ambiance","food:positive,ambiance:positive"
1144,المكان جميل والاكل تحفه,5,,,مطعم يمني,google_maps,"food,ambiance","food:positive,ambiance:positive"
1147,مدير جيد جدا,5,,,مطعم يمني,google_maps,general,general:positive
1155,الاكل تحفة جدا والخدمة فوق الممتاز,5,,,مطعم مأكولات سورية,google_maps,"food,service","food:positive,service:positive"
1181,طلبت اوردر الساعه ٣ عشان يجيلي ٥ ونص وجالي الساعه ٧ الا ربع بعد الفطار بساعه اسوء تجربه الصراحه,5,,,مطعم مأكولات سورية,google_maps,"food,service","food:negative,service:negative"
1185,طعام سئ وليس له علاقه بالاكل السوري,5,,,مطعم مأكولات سورية,google_maps,food,food:negative
1188,خدمة ممتازة ودكتورة على أعلى مستوي,5,,,مستشفى,google_maps,"service,none","service:positive,none:neutral"
1192,خدمة رائعة وخصوصا علاقات المرضي,5,,,مستشفى,google_maps,"service,none","service:positive,none:neutral"
1196,خدمة رائعة,5,,,مستشفى,google_maps,"service,none","service:positive,none:neutral"
