review_id,review_text,star_rating,date,business_name,business_category,platform
28,"Decent enough food, lamb was overcooked but still good. Be warned that as a foreigner, every person you make eye contact with will expect baksheesh and ask for it without shame. Unfortunately common in Egypt but even so this place stood out as being extra horrible with even the manger saying my 15% tip wasn’t enough and that he also needs his baksheesh, and then the guy outside also doing the same. They do NOT do this for locals. Disgusting behaviour.",2,قبل أسبوع,مطعم صبحي كابر,مطعم مأكولات مصرية,google_maps
29,"The best shopping mall with all the major brands. There is also a great kids’ play area, which makes it perfect for families.",5,قبل 12 ساعة,مول العرب,مركز تسوق,google_maps
30,I like it,5,قبل 12 ساعة,مول العرب,مركز تسوق,google_maps
31,احسن مول في مصر تجاري و مستوى نضافة فوق الممتاز,5,تاريخ التعديل: قبل 23 ساعة,مول العرب,مركز تسوق,google_maps
32,ينقصة الاهتمام بمواقف السيارات,4,قبل يوم واحد,مول العرب,مركز تسوق,google_maps
33,Everything there,5,قبل يوم واحد,مول العرب,مركز تسوق,google_maps
34,Acayip büyük bir AVM içeride aradığınız bir şey bulamamanız imkansız en ucuzundan en pahalısına her türlü mağaza ve restoran mevcur.,5,قبل يوم واحد,مول العرب,مركز تسوق,google_maps
35,Big mall and clean,5,قبل يوم واحد,مول العرب,مركز تسوق,google_maps
36,رائع,5,قبل يوم واحد,مول العرب,مركز تسوق,google_maps
37,حلو جدا ومميز,5,قبل يوم واحد,مول العرب,مركز تسوق,google_maps
38,"Pretty big mal with lots of diff brands from home to beauty, sport and electronics with a huge food court. You can spend a half a day and discover the place there is a free wifi for guests too. The only downside was very difficult to find a uber spot but the rest was pretty good. For Eu traveler’s the prices in eu brands are way higher than back home.",5,قبل 3 ساعات,مول مصر,مركز تسوق,google_maps
39,جميل,5,تاريخ التعديل: قبل 8 ساعات,مول مصر,مركز تسوق,google_maps
40,مكان كتير حلو,5,قبل 11 ساعة,مول مصر,مركز تسوق,google_maps
41,خدمه رائعه طرق بسيطه ومتكامل,5,قبل 22 ساعة,مول مصر,مركز تسوق,google_maps
42,رائعه,5,قبل يوم واحد,مول مصر,مركز تسوق,google_maps
44,جميل وفي كل الخدمات,5,قبل يوم واحد,مول مصر,مركز تسوق,google_maps
45,Wonderful,5,قبل يومين (2),مول مصر,مركز تسوق,google_maps
46,Best Shopping Mall in Egypt,5,قبل 3 أيام,مول مصر,مركز تسوق,google_maps
47,Amazing mall .,5,قبل 3 أيام,مول مصر,مركز تسوق,google_maps
48,افضل مطاعم ومقاهي وملابس,5,قبل 12 ساعة,سيتي سنتر ألماظة,مركز تسوق,google_maps
49,متعة التسوق والكثير من المقاهي,5,تاريخ التعديل: قبل يوم واحد,سيتي سنتر ألماظة,مركز تسوق,google_maps
50,مركز تجارى يخدم منطقة مصر الجديده وأجوارها,5,تاريخ التعديل: قبل 3 أيام,سيتي سنتر ألماظة,مركز تسوق,google_maps
51,"À high end mall In the neighborhood of Heliopolis
Excellent for ready-made garments, households, furniture or just sitting at one of the many cafes and restaurants",5,تاريخ التعديل: قبل 3 أيام,سيتي سنتر ألماظة,مركز تسوق,google_maps
52,تمامً,5,قبل 12 ساعة,مركز البستان للأجهزة الإلكترونية,مركز تسوق,google_maps
53,تمت,5,قبل 5 أيام,مركز البستان للأجهزة الإلكترونية,مركز تسوق,google_maps
54,مكان جميل,5,قبل أسبوعين,داون تاون القطامية,مركز تسوق,google_maps
55,Ich glaube die meisten Menschen fahren mehr herum als daß sie arbeiten .. Chaos.,3,قبل 3 أسابيع,داون تاون القطامية,مركز تسوق,google_maps
56,مكان مزدحم جدا جدا جدا,1,قبل شهر,داون تاون القطامية,مركز تسوق,google_maps
57,مكان جيد و...,5,قبل شهر,داون تاون القطامية,مركز تسوق,google_maps
58,مكان مناسب بجميع الاعمار,5,قبل شهر,داون تاون القطامية,مركز تسوق,google_maps
59,Like it so much,5,قبل شهرين,داون تاون القطامية,مركز تسوق,google_maps
60,روعة المحلات  واماكن القهوه يستحق الزياره متنفس جيد للمشي والتنزه وتنوع المبيعات داخل الداون,5,قبل شهرين,داون تاون القطامية,مركز تسوق,google_maps
61,Good,3,تاريخ التعديل: قبل شهرين,داون تاون القطامية,مركز تسوق,google_maps
63,I really like this year's Christmas decorations ~ 🎄💚❤️,4,قبل 3 أشهر,داون تاون القطامية,مركز تسوق,google_maps
64,تجربة ممتازة,5,قبل 3 أشهر,داون تاون القطامية,مركز تسوق,google_maps
66,عبارة مجمعات متفرقة اغلبه اثاث يوجد مطاعم ومقاهي لكن قليلة  لايستحق العناء إليه    …,1,تاريخ التعديل: قبل 3 أشهر,داون تاون القطامية,مركز تسوق,google_maps
67,جيد للمشتريات المنزليه,5,قبل 3 أشهر,داون تاون القطامية,مركز تسوق,google_maps
68,مول بسيط مش واو,3,قبل يومين (2),جنينة مول,مركز تسوق,google_maps
69,محلات متنوعه فى مكان مميز,5,تاريخ التعديل: قبل 6 أيام,جنينة مول,مركز تسوق,google_maps
71,حلو والله مش بتوه فية و صغير,5,قبل أسبوع,جنينة مول,مركز تسوق,google_maps
72,Amazing 👏 place 👍,5,تاريخ التعديل: قبل أسبوع,جنينة مول,مركز تسوق,google_maps
73,very good,5,قبل 3 أيام,معادى سيتى سنتر,مركز تسوق,google_maps
74,رائع,5,قبل 4 أيام,معادى سيتى سنتر,مركز تسوق,google_maps
75,مركز تسوق 🛍 كارفور سيتى سنتر المعادى متوفر جميع المحلات والبرندات اللي ممكن تحتاجها حاجة جميلة تستحق التجربة,5,تاريخ التعديل: قبل أسبوع,معادى سيتى سنتر,مركز تسوق,google_maps
76,حلو,5,قبل أسبوع,معادى سيتى سنتر,مركز تسوق,google_maps
77,•	“فندق جميل وهادي، والاهتمام بالتفاصيل واضح جدًا. شكرًا للإدارة على التجربة الرائعة,5,قبل 13 ساعة,هيلتون رمسيس,فندق,google_maps
78,تحفه,5,قبل 13 ساعة,هيلتون رمسيس,فندق,google_maps
79,"Mahmoud, cristina , rahama perfect service",4,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
80,"Wir waren im Hilton nur im Garden Court um etwas zu trinken. Der Service war grauenhaft. Die Servicekraft war sehr unhöflich und hat leider nur gebrochen englisch gesprochen, was schade ist aber an sich ja nicht schlimm. Aber dann nicht einmal ein kleines Lächeln und ein Okay wenn man eine Bestellung aufnimmt sondern nur ein unfreundliches Nicken?! Ich bin entsetzt. Zudem schien es mir ziemlich unorganisiert, es fehlte mal eine Serviette, mal musste man extra nachfragen ob man ein Glas bekommen konnte nachdem man ein Wasser bestellt hatte da nur die Flasche gebracht wurde und dies dauerte dann auch noch über 10Minuten. Wir wurden auch mehrmals von der Servicekraft ignoriert wenn wir etwas bestellen wollten. Die Getränken waren jedoch gut und das Essen den Verhältnissen entsprechend auch.",1,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
81,"Mohammed Gamal excelente anfitrion del hotel , me ayudó con el habla hispana, servicial, atento, me encantó la ubicación frente al Nilo
La cama king excelente",5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
82,Excellent place and their service fantastic,5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
83,Friendly staff and great view,5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
85,فندق رائع و خدمة ممتازه,5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
86,Luxury with a great view,5,قبل يوم واحد,هيلتون رمسيس,فندق,google_maps
87,"Top... Piscina, colazione, ambiente, posizione, Nilo, pub al 32 piano...top",5,قبل يومين (2),هيلتون رمسيس,فندق,google_maps
88,"The best of the hotel Christina and Rahma
And ibrahim",5,قبل يومين (2),هيلتون رمسيس,فندق,google_maps
89,"Quarto um pouco datado, mas com cama confortável e espaçoso. As paredes e janelas necessitam de melhor isolamento. Staff fantástico, super acolhedor e disponível. Localização excelente lente muito perto do centro da cidade, da praça principal e do antigo museu egípcio.",4,قبل يومين (2),هيلتون رمسيس,فندق,google_maps
90,مول حلو وقديم يعبر عن حضاره مصر,4,قبل 7 ساعات,مول طلعت حرب,مركز تسوق,google_maps
91,اشهر مولات مصر سابقا,5,قبل 4 أيام,مول طلعت حرب,مركز تسوق,google_maps
92,مكان راقي لكن أسعار عالية,3,قبل 6 أيام,مول طلعت حرب,مركز تسوق,google_maps
93,جميل,5,قبل أسبوع,مول طلعت حرب,مركز تسوق,google_maps
95,Very good,5,قبل 6 أيام,صن سيتى,مركز تسوق,google_maps
96,Bütün dükkanlar kapalı gitmeye değecek bir yer değil,1,تاريخ التعديل: قبل أسبوع,صن سيتى,مركز تسوق,google_maps
98,أفضل تجربة سينمائية,5,قبل أسبوعين,صن سيتى,مركز تسوق,google_maps
99,👌😊,4,قبل 3 أسابيع,صن سيتى,مركز تسوق,google_maps
100,Shady,5,قبل 10 ساعات,شتيجنبرجر,فندق,google_maps
101,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
102,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
103,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
104,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
105,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
106,shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
108,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
110,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
111,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
112,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
113,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
116,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
117,Shady,5,قبل 11 ساعة,شتيجنبرجر,فندق,google_maps
118,Shady,5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
119,Shady,5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
120,Shady,5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
121,Shady,5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
122,Shady,5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
124,Lovely staff! Friendly and helpful. Superior food selection. Centrally located. Pool was perfect.,5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
125,"Perfect
Great",5,قبل 12 ساعة,شتيجنبرجر,فندق,google_maps
126,Schönes Hotel in der Mitte von Cairo. Saubere Zimmer guter Roomservice (es gibt nur ein Frühstücks Restaurant). Zum alten egyptischen Museum kann man einfach über die Straße gehen. Leckeres Frühstück.,5,قبل 13 ساعة,شتيجنبرجر,فندق,google_maps
127,The perfect way to disconnect. Thank you for the amazing hospitality!,5,قبل 15 ساعة,شتيجنبرجر,فندق,google_maps
128,"March 14, 2014 explored the mall with friends.",5,قبل 5 دقائق,معادي جراند مول,مركز تسوق,google_maps
129,افضل مكان للأطفال الصغار والكبار,5,قبل 12 ساعة,معادي جراند مول,مركز تسوق,google_maps
130,مول عادي وقديمو اسعاره غاليه يتوفر به بعض ماكينات ATM,4,قبل يومين (2),معادي جراند مول,مركز تسوق,google_maps
131,ممتاز,5,تاريخ التعديل: قبل يومين (2),معادي جراند مول,مركز تسوق,google_maps
132,Very good Shopping 🛍,5,تاريخ التعديل: قبل 5 أيام,معادي جراند مول,مركز تسوق,google_maps
133,Best mall in Maadi,5,تاريخ التعديل: قبل 6 أيام,معادي جراند مول,مركز تسوق,google_maps
134,معروف المكان زحمة لا تحتمل,1,قبل يوم واحد,سوق العتبة,سوق,google_maps
135,جيد جداً,3,قبل يوم واحد,سوق العتبة,سوق,google_maps
136,الزحمة,5,قبل 5 أيام,سوق العتبة,سوق,google_maps
137,"Un lugar loco, donde encontrarás muchisimas cosas y muy baratas",4,قبل 6 أيام,سوق العتبة,سوق,google_maps
139,جيد,5,قبل أسبوعين,سوق العتبة,سوق,google_maps
140,Brutal passejar per aquests carrers,5,قبل 3 أسابيع,سوق العتبة,سوق,google_maps
141,هتلاقي اللي انتا عاوزه بأسعار مختلفه وخامات وأشكال متنوعه,5,قبل 3 أسابيع,سوق العتبة,سوق,google_maps
142,مكان جيد جدا واسع,5,قبل 3 أسابيع,سوق العتبة,سوق,google_maps
144,محل فاشل ومستهتر عاملين الاورد من ٣ عصر في رمضان ومغرب اذن والاكل مجاش واكلم واعمل شكوي ولا حد بيعبر ولا يهتم,1,قبل يوم واحد,إبن الشام,مطعم مأكولات سورية,google_maps
145,"محدش يطلب منهم يا جماعة ❌❌❌
الاكل جاي بايت أقسم بالله ما يتاكل اتكلمنا اشتكينا راح قال هبدله كان المغرب أذن اصلا قولناله احنا خلاص قرفنا مش هنعرف ناكله، وصلنا لمدير الفرع بقوله تقدر تطلع اكل زي دا الصالة يقولي ""مستحيل!!!!""
بجد حسبي الله ونعم الوكيل مفيش ضمير ❌❌❌",1,قبل يوم واحد,إبن الشام,مطعم مأكولات سورية,google_maps
147,مطعم لطيف و اكله حلو,5,قبل 3 أيام,إبن الشام,مطعم مأكولات سورية,google_maps
148,"I recently visited Ibn Al Sham restaurant and it was a really enjoyable experience. The place has a very warm and welcoming atmosphere that immediately makes you feel comfortable. The decoration gives strong Levantine vibes, and the smell of freshly grilled food makes you excited to try everything on the menu.
The food was honestly the highlight of the visit. Everything tasted fresh and full of flavor. The grilled meats were perfectly cooked, juicy, and well-seasoned. The shawarma was also very good, with soft bread and a generous amount of filling. One thing I really liked was the variety of appetizers. The hummus, fattoush, and mutabbal were all delicious and tasted very authentic.
The portions were great as well, which makes the place perfect for sharing with friends or family. You can order a few dishes and everyone can try a bit of everything. The presentation of the food was simple but very appetizing.
The staff were friendly and helpful throughout the visit. The service was relatively fast and they were attentive without being intrusive.
Overall, Ibn Al Sham is a great place if you’re craving good Syrian and Levantine food. Between the tasty dishes, generous portions, and comfortable atmosphere, it’s definitely a spot worth visiting again. I would absolutely recommend it to anyone who enjoys flavorful Middle Eastern cuisine.",5,قبل 3 أيام,إبن الشام,مطعم مأكولات سورية,google_maps
149,عالمي وجودة الطعام تستحق التقدير,5,قبل 4 أيام,إبن الشام,مطعم مأكولات سورية,google_maps
151,"اسوء تجربة مطعم جربتها في حياتي اقسم بالله
انتظار الطاولة اكثر من نص ساعة
انتظار العامل الى مايجي ياخذ طلبك اكثر من نص ساعة
الطلب اكثر من نص ساعة انتظار
وفي الاخير اكل بارد وطعمه زي الزفت الله يكرم النعمة",1,قبل 4 أيام,إبن الشام,مطعم مأكولات سورية,google_maps
152,Tohfa,5,قبل 5 أيام,إبن الشام,مطعم مأكولات سورية,google_maps
153,الاكل جميل _ الخدمة سيئة,3,قبل أسبوع,إبن الشام,مطعم مأكولات سورية,google_maps
154,Good,4,قبل 3 أيام,كونكورد بلازا مول,مركز تسوق,google_maps
156,Variety of different activities in the best location,5,تاريخ التعديل: قبل أسبوع,كونكورد بلازا مول,مركز تسوق,google_maps
157,متنوع الانشطه,5,تاريخ التعديل: قبل أسبوع,كونكورد بلازا مول,مركز تسوق,google_maps
158,مكان جميل خاصة لمن يحب البيتزا,3,قبل يوم واحد,النيلو,مطعم مأكولات إيطالية,google_maps
159,Thanks to ahmed khaled 🤩🤩🤩🤩,5,قبل يوم واحد,النيلو,مطعم مأكولات إيطالية,google_maps
160,حقيقي مدير الفرع وصاحب المكان قمة في الاحترام والكرم والأخلاق ومحافظين جدًا على جودة ونظافة كل حاجة ♥️,5,قبل يومين (2),النيلو,مطعم مأكولات إيطالية,google_maps
161,"Perfect place and people ❤️

Full support to the owner and branch manager very very kind people ❤️",5,قبل يومين (2),النيلو,مطعم مأكولات إيطالية,google_maps
163,المكان تحبه اوي و المعامل كويسه,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
164,Team garden the best,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
165,Teem garden To7faaa❤️❤️❤️,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
166,Team Garden the best,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
167,Teem garden to7faaa,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
168,stuff tohfa awii w team garden khater w karim 3asol gdannn gdannn tohfa 😍😍😍😍,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
169,Stuff tohfaa w team garden khater w Karim shater gdan bgd mkan tohfa moot😍😍😍😍😍😍❤️,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
170,Karim ahla wahed w ashtar wahed w ahb ashkor team El garden❤️❤️❤️❤️,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
171,مكان راقى جدا وstaff محترم وذوق وبشكر استاذ علاء مدير المكان,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
172,"Pure Italian in Egypt! Lovely atmosphere and 4 options on seating - from a Nile cruise, to a rocking jetty and then a downstairs garden setting and upstairs street area. This does not distract from the LOVELY food and good service. You won't go wrong - try them!",5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
173,انصح فيه بشدة,5,قبل 3 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
174,Very nice place polite staff,5,قبل 4 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
175,"披薩是好吃的～
義大利麵可以不用點 好死鹹
環境普通 看照片漂亮去的，還特地跑來
坐墊很髒又難做，服務員又很懶惰不積極",4,قبل 5 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
176,"Not as good as I expected. From what I've read in the reviews, unfortunately, it's very average, even below average.",2,قبل 5 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
177,Ramadan Iftar was below average and overpriced. Appetizers/side dish was served cold and the croquettes were cold and not freshly cooked. Mushroom Soup was average. Pizza (margarita and chicken) was good. Staff were nice but had to ask for someone to clear the table and dessert was served cold as well (nutella bites).,3,قبل 6 أيام,النيلو,مطعم مأكولات إيطالية,google_maps
179,Diner en couple … excellent accueil tres jovial par une équipe des serveurs jeunes et dynamiques avons pris deux tagines : un au pigeon original mais excellent et un autre au boeuf et au gombo excellent aussi … attention en egypte les tagines n ont pas de semoule mais du riz en accompagnement..,5,قبل 5 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
180,الاكل جميل جداً تسلم ايدكم♥️😍,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
181,رمضان فى الدهان حاجة تانية,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
182,"الخدمه ممتاز  والاستاف محترم وكويسين اووي
الدهان في رمضان حاجه تانيه😍❤️",5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
183,ممتازين,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
184,من اجمل المطاعم واكل لذيذ,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
185,خدمه ممتازة,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
186,The prefect original restaurant in Egypt,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
187,"Food quality, service and atmosphere are very good",5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
188,The food was vey great & the atmosphere is very good,5,قبل 7 ساعات,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
189,Excellent service Vero lind,5,قبل 12 ساعة,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
190,Très bon restaurant personnel sympathique,5,قبل 12 ساعة,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
191,Bon service,5,قبل 12 ساعة,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
192,Ok,5,قبل 12 ساعة,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
193,"Rico y eficaz
El pan especialmente bueno",5,قبل 12 ساعة,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
194,Super restau à midi.  Serveur souriant et belle assiette.,5,قبل 13 ساعة,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
195,Very good,5,قبل يوم واحد,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
196,After few days spent im Cairo finally I found the place where I could have tasty dinner. Service very accurate. What I don't like was service included and in menu there were net prices so we got additional position on the bill with some suspicious tax,4,قبل يوم واحد,الدهان للمشويات مصر الجديده,مطعم مأكولات مصرية,google_maps
197,Magnificent,5,قبل 20 ساعة,مطعم عم بشندي,مطعم فلافل,google_maps
199,ممتاز خاصة الفول,5,تاريخ التعديل: قبل 23 ساعة,مطعم عم بشندي,مطعم فلافل,google_maps
200,زحام,4,قبل يوم واحد,مطعم عم بشندي,مطعم فلافل,google_maps
201,احلا سندوتش فول,5,تاريخ التعديل: قبل 3 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
202,Organized and tasty Egyptian food,4,تاريخ التعديل: قبل 3 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
203,"Perfect breakfast, easy to park and getting order, caring about details.",5,قبل 3 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
204,مطعم جميل و اسعاره متوسطة و اكله لذيذ للغاية,5,قبل 3 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
205,مكان ممتاز,5,تاريخ التعديل: قبل 4 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
206,Tasty food,5,قبل 4 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
207,"Normal food, very crowded, staff not friendly, no visa, no insta pay, only cash payment.",2,قبل 6 أيام,مطعم عم بشندي,مطعم فلافل,google_maps
208,I love looooove Luuma!!! Best pies and pizza! Ive ordered chicken pesto pizza and the half nutella half lotus pie! Scrumptiousssss!! Also their pesto pasta is insanely good and the open buffet this ramadan didnt disappoint! Totally recommend,5,قبل 8 دقائق,لوما,مطعم,google_maps
209,Nous avons passer une excellente soirée les plat sont arrivés très rapidement nous avons ete servie et accueilli par Hicham,5,قبل 4 ساعات,لوما,مطعم,google_maps
210,Very nice thanks to Hicham !,5,قبل 4 ساعات,لوما,مطعم,google_maps
211,Very good,5,قبل 4 ساعات,لوما,مطعم,google_maps
212,mohamed abdel hady dood,5,قبل 10 ساعات,لوما,مطعم,google_maps
213,Mohamed abdel hady we mohamed hiytham good,5,قبل 10 ساعات,لوما,مطعم,google_maps
214,"Mohamed abdel hady very nice, accommodating and takes great photos too. Hospitality at it’s finest!",5,قبل 10 ساعات,لوما,مطعم,google_maps
215,Yousry was the best! We had a great time!,5,قبل 12 ساعة,لوما,مطعم,google_maps
217,احسن مكان واحلى استاذه رحاب قمة في الذوق,5,قبل 23 ساعة,لوما,مطعم,google_maps
218,الاكل جميل والخدمه رائعه جدا وشكر خاص لرحاب واسماعيل,5,قبل 23 ساعة,لوما,مطعم,google_maps
220,The Place Is great and also the service. Truly recommended!,5,قبل يوم واحد,لوما,مطعم,google_maps
221,Mohamed Abdul Hady ❤️❤️,5,قبل يوم واحد,لوما,مطعم,google_maps
222,"Great food and service, Yousry looked after me very well here. Definitely recommend to come here for a meal while in Cairo",5,قبل يوم واحد,لوما,مطعم,google_maps
223,"Is wonderful place ❤️
Thanks medo and Ismail❤️",5,قبل يوم واحد,لوما,مطعم,google_maps
224,"المحل رائع والأصطاف جميل
خصوصا ميدو واسماعيل",5,قبل يوم واحد,لوما,مطعم,google_maps
227,Ismail was very helpful person and nice,5,قبل يومين (2),لوما,مطعم,google_maps
228,"Excellent Iftar services by all the staffs, especially أحمد شاهد, thank you so much for the good food! Recommended.",5,قبل يومين (2),لوما,مطعم,google_maps
229,Thank you for perfect pizza and service. Yousiri was the great at service and help,5,قبل يومين (2),لوما,مطعم,google_maps
230,"Mohamed was the best service in the entire city of Cairo!
Thanks for the amazing flavors, food and entertainment.",5,قبل يومين (2),لوما,مطعم,google_maps
231,رائع,5,قبل 3 أيام,روستو اكتوبر التانى,مطعم,google_maps
232,"خدمة سريعة جودة عالية
في رمضان زحام شديد يجب حجز طلبات الإفطار بدري بدري",4,تاريخ التعديل: قبل أسبوعين,روستو اكتوبر التانى,مطعم,google_maps
